newStory*************************************
newScene*************************************

3	را	POSTP	OBJ	12	null	null	junk	Arg1 ||| JUNK 
4	به	PREP	NPP	11	null	null	junk	Arg3 ||| JUNK 
5	راه	N	POSDEP	4	null	null	junk	||| JUNK 
6	راست	ADJ	NPOSTMOD	5	راست§a-546	مشخصه§n-12756	no	||| ROLE_STATE 
7	و	CONJ	NCONJ	5	null	null	junk	||| JUNK 
8	پرستش	N	NCONJ	5	پرستش§n-10683	رخداد§n-13136	role_intent	||| ROLE_INTENT 
9	خداي	N	MOZ	8	باري تعالي§n-11940	خصوصيت_رواني§n-12725	no	||| ROLE 
10	يکتا	ADJ	NPOSTMOD	9	بي نظير§a-1870	مشخصه§n-12756	no	||| ROLE_STATE 
11	دعوت	N	NVE	12	دعوت§n-11510	خبر§n-12766	role_intent	||| ROLE_INTENT 
12	مي‌نمود	V	VCONJ	19	خواندن§v-8493	رخداد§n-13136	role_action	||| ROLE_ACTION 
13	اما	CONJ	VCONJ	19	null	null	junk	ArgM_DIS ||| JUNK 
14	آن‌ها	PR	SBJ	19	null	null	role	Arg0 ||| ROLE 
15	بر	PREP	NPP	18	null	null	junk	Arg3 ||| JUNK 
16	کفر	N	POSDEP	15	null	null	role_intent	||| NO 
17	خود	PR	MOZ	16	null	null	junk	||| JUNK 
18	اصرار	N	NVE	19	الحاح§n-14330	رخداد§n-13136	no	||| ROLE_STATE 
19	مي‌ورزيدند	V	ROOT	0	اصرار ورزيدن§v-15640	رخداد§n-13136	role_action	||| ROLE_ACTION 
20	.	PUNC	PUNC	19	null	null	junk	||| JUNK 
roles= 
	[يونس§n-23943= يونس role_actions=  [] role_intents=    [] role_emotions= [] role_state=    []]
	[null= آن‌ها role_actions=  [] role_intents=    [] role_emotions= [] role_state=    []]]
dynamic_objs= 
static_objs= 
location= null
alternativeLocations= []
time= null
alternativeTimes= []
scene_goals= []
scene_emotions= []]

roal_action= [فرستادن§v-7662=  فرستاد, خواندن§v-8493=  مي‌نمود, اصرار ورزيدن§v-15640=  مي‌ورزيدند]
roal_states= [null=  حضرت]
roal_intetns= [پرستش§n-10683=  پرستش, دعوت§n-11510=  دعوت, null=  کفر]
roal_emotions= []
dynamic_object_actions= []
dynamic_object_states= []
static_object_states= []

newScene*************************************

1	بعداز	PREP	ADVRB	11	null	null	no	ArgM_TMP ||| NO 
2	33	NUM	NPREMOD	3	null	null	junk	||| JUNK 
3	سال	N	MESU	4	عام§n-12653	دوره_زماني§n-12603	time	||| TIME 
4	دعوت	N	POSDEP	1	دعوت§n-11510	خبر§n-12766	role_intent	||| ROLE_INTENT 
5	،	PUNC	PUNC	4	null	null	junk	||| JUNK 
6	جز	PREP	SBJ	11	null	null	junk	Arg0 ||| JUNK 
7	2	NUM	NPREMOD	8	null	null	junk	||| JUNK 
8	نفر	N	POSDEP	6	سر§n-10152	اندازه§n-12768	role	||| TIME 
9	به	PREP	VPP	11	null	null	junk	Arg3 ||| JUNK 
10	او	PR	POSDEP	9	null	null	junk	||| JUNK 
11	نگرويدند	V	ROOT	0	ملحق شدن§v-8974	رخداد§n-13136	role_action	||| ROLE_ACTION 
12	که	SUBR	NCL	8	null	null	junk	||| JUNK 
13	يکي‌از	ADJ	APREMOD	14	null	null	no	||| NO 
14	آن	ADJ	APREMOD	15	null	null	junk	||| JUNK 
15	دو	NUM	SBJ	20	null	null	junk	Arg1 ||| JUNK 
16	دوست	N	MOS	20	دوست§n-13360	نفر§n-13075	role	Arg2 ||| ROLE 
17	قديمي	ADJ	NPOSTMOD	16	null	null	role_state	||| ROLE_STATE 
18	ش	PR	MOZ	16	يونس§n-23943	نفر§n-13075	role	||| ROLE 
19	روبيل	N	APP	16	null	null	role	Arg1 ||| ROLE 
20	بود	V	PREDEP	25	null	null	junk	||| JUNK 
21	که	SUBR	NCL	19	null	null	junk	||| JUNK 
22	از	PREP	MOS	24	null	null	junk	Arg2 ||| JUNK 
23	دانشمندان	N	MOS	24	عالم§n-12054	نفر§n-13075	role_state	Arg2 ||| ROLE 
24	بود	V	PRD	21	null	null	junk	||| JUNK 
25	و	CONJ	VCONJ	34	null	null	junk	||| JUNK 
26	ديگري	PR	SBJ	34	null	null	junk	Arg1 ||| JUNK 
27	عابد	N	TAM	34	عابد§n-20709	نفر§n-13075	role_state	Arg2 ||| ROLE 
28	و	CONJ	NCONJ	27	null	null	junk	||| JUNK 
29	زاهدي	N	NCONJ	27	زاهد§n-20473	نفر§n-13075	role_state	||| ROLE 
30	به	PREP	NPP	27	null	null	junk	||| JUNK 
31	نام	N	POSDEP	30	null	null	junk	||| JUNK 
32	تنوخا	N	MOZ	31	null	null	role	||| ROLE 
33	نام	N	NVE	34	null	null	junk	||| JUNK 
34	داشت	V	PRD	12	null	null	junk	||| JUNK 
35	.	PUNC	PUNC	11	null	null	junk	||| JUNK 

1	هنگامي	N	ADVRB	8	موقع§n-12614	دوره_زماني§n-12603	time	ArgM_TMP ||| TIME 
2	که	SUBR	NCL	1	null	null	junk	||| JUNK 
3	زحمات	N	SBJ	6	مشقت§n-10608	رخداد§n-13136	role_intent	Arg1 ||| ROLE_INTENT 
4	يونس	N	MOZ	3	يونس§n-23943	نفر§n-13075	role	||| ROLE 
5	بي‌نتيجه	ADV	ADVC	6	به‌دردنخور§a-141	مشخصه§n-12756	no	Arg2 ||| NO 
6	ماند	V	PRD	2	بودن§v-16430	رخداد§n-13136	no	||| NO 
7	تصميم	N	NVE	8	تصميم گرفتن§n-10446	رخداد§n-13136	role_intent	||| ROLE_INTENT 
8	گرفت	V	ROOT	0	null	null	junk	||| JUNK 
9	تا	SUBR	VCL	8	null	null	junk	Arg3 ||| JUNK 
10	مردم	N	PREDEP	12	null	نفر§n-13075	role	||| JUNK 
11	ش	PR	MOZ	10	يونس§n-23943	نفر§n-13075	role	||| ROLE 
12	را	POSTP	OBJ	14	null	null	junk	Arg1 ||| JUNK 
13	نفرين	N	NVE	14	نفرين§n-22931	null	no	||| NO 
14	کند	V	PRD	9	null	null	junk	||| JUNK 
15	.	PUNC	PUNC	8	null	null	junk	||| JUNK 

1	روبيل	N	SBJ	4	null	null	role	Arg0 ||| ROLE 
2	به	PREP	VPP	4	null	null	junk	Arg3 ||| JUNK 
3	او	PR	POSDEP	2	null	null	junk	||| JUNK 
4	گفت	V	ROOT	0	null	رخداد§n-13136	role_action	||| JUNK 
5	که	SUBR	VCL	4	null	null	junk	Arg1 ||| JUNK 
6	اين	ADJ	NPREMOD	7	null	null	junk	||| JUNK 
7	کار	N	OBJ	9	کار§n-12781	رخداد§n-13136	role_intent	Arg1 ||| NO 
8	را	POSTP	OBJ	9	null	null	junk	Arg1 ||| JUNK 
9	نکن	V	PRD	5	کار کردن§v-15721	رخداد§n-13136	role_action	||| ROLE_ACTION 
10	زيراکه	SUBR	AJUCL	9	null	null	no	ArgM_CAU ||| JUNK 
11	خداوند	N	SBJ	15	باري تعالي§n-11940	خصوصيت_رواني§n-12725	no	Arg0 ||| ROLE 
12	هلاکت	N	OBJ	15	کشت§n-12729	رخداد§n-13136	role_state	Arg1 ||| NO 
13	آن‌ها	PR	MOZ	12	قوم§n-13461	گروه§n-12753	role	||| ROLE 
14	را	POSTP	OBJ	15	null	null	junk	Arg1 ||| JUNK 
15	نمي‌پسندد	V	PRD	10	پسنديدن§v-21834	رخداد§n-13136	no	||| ROLE_ACTION 
16	،	PUNC	PUNC	4	null	null	junk	||| JUNK 

1	درنتيجه	SUBR	ROOT	0	null	null	no	ArgM_DIS ||| JUNK 
2	يونس	N	SBJ	7	يونس§n-23943	نفر§n-13075	role	Arg0 ||| ROLE 
3	قوم	N	OBJ	7	قوم§n-13461	گروه§n-12753	role	Arg1 ||| ROLE 
4	ش	N	MOZ	3	يونس§n-23943	نفر§n-13075	role	||| ROLE 
5	را	POSTP	OBJ	7	null	null	junk	Arg1 ||| JUNK 
6	نفرين	N	NVE	7	نفرين§n-22931	null	role_intent	||| NO 
7	کرد	V	PRD	1	null	رخداد§n-13136	role_action	||| JUNK 
8	.	PUNC	PUNC	7	null	null	junk	||| JUNK 
roles= 
	[سر§n-10152= نفر role_actions=  [] role_intents=    [] role_emotions= [] role_state=    []]
	[دوست§n-13360= دوست role_actions=  [] role_intents=    [] role_emotions= [] role_state=    []]
	[يونس§n-23943= ش role_actions=  [] role_intents=    [] role_emotions= [] role_state=    []]
	[null= روبيل role_actions=  [] role_intents=    [] role_emotions= [] role_state=    []]
	[null= تنوخا role_actions=  [] role_intents=    [] role_emotions= [] role_state=    []]
	[يونس§n-23943= يونس role_actions=  [] role_intents=    [] role_emotions= [] role_state=    []]
	[null= مردم role_actions=  [] role_intents=    [] role_emotions= [] role_state=    []]
	[قوم§n-13461= آن‌ها role_actions=  [] role_intents=    [] role_emotions= [] role_state=    []]
	[قوم§n-13461= قوم role_actions=  [] role_intents=    [] role_emotions= [] role_state=    []]]
dynamic_objs= 
static_objs= 
location= null
alternativeLocations= []
time= null
alternativeTimes= [[عام§n-12653=  سال], [موقع§n-12614=  هنگامي]]
scene_goals= []
scene_emotions= []]

roal_action= [ملحق شدن§v-8974=  نگرويدند, null=  گفت, کار کردن§v-15721=  نکن, null=  کرد]
roal_states= [null=  قديمي, عالم§n-12054=  دانشمندان, عابد§n-20709=  عابد, زاهد§n-20473=  زاهدي, کشت§n-12729=  هلاکت]
roal_intetns= [دعوت§n-11510=  دعوت, مشقت§n-10608=  زحمات, تصميم گرفتن§n-10446=  تصميم, کار§n-12781=  کار, نفرين§n-22931=  نفرين]
roal_emotions= []
dynamic_object_actions= []
dynamic_object_states= []
static_object_states= []

newScene*************************************

1	روبيل	N	SBJ	4	null	null	role	Arg0 ||| ROLE 
2	به‌نزد	PREP	VPP	4	null	null	location	Arg4 ||| JUNK 
3	مردم	N	POSDEP	2	null	نفر§n-13075	role	||| JUNK 
4	رفت	V	PREDEP	5	null	رخداد§n-13136	role_action	||| JUNK 
5	و	CONJ	VCONJ	8	null	null	junk	||| JUNK 
6	از	PREP	VPP	8	null	null	junk	Arg3 ||| JUNK 
7	آنان	PR	POSDEP	6	null	null	junk	||| JUNK 
8	خواست	V	ROOT	0	null	رخداد§n-13136	role_action	||| JUNK 
9	تا	SUBR	VCL	8	null	null	junk	Arg1 ||| JUNK 
10	به	PREP	NPP	13	null	null	junk	Arg3 ||| JUNK 
11	درگاه	N	NPP	13	درگاه§n-10373	شيء§n-12703	no	Arg3 ||| STATIC_OBJECT 
12	الهي	ADJ	NPOSTMOD	11	رباني§a-2083	مشخصه§n-12756	no	||| ROLE_STATE 
13	استغاثه	N	NVE	14	تضرع§n-11512	خبر§n-12766	role_intent	||| NO 
14	کنند	V	PREDEP	15	null	رخداد§n-13136	role_action	||| JUNK 
15	و	CONJ	VCONJ	17	null	null	junk	||| JUNK 
16	توبه	N	NVE	17	استغفار§n-17529	مشخصه§n-12756	role_intent	||| ROLE_INTENT 
17	نمايند	V	VCL	8	نادم شدن§v-21859	رخداد§n-13136	role_action	||| ROLE_ACTION 
18	.	PUNC	PUNC	8	null	null	junk	||| JUNK 
roles= 
	[null= روبيل role_actions=  [] role_intents=    [] role_emotions= [] role_state=    []]
	[null= مردم role_actions=  [] role_intents=    [] role_emotions= [] role_state=    []]]
dynamic_objs= 
static_objs= 
location= null
alternativeLocations= [[null=  به‌نزد]]
time= null
alternativeTimes= []
scene_goals= []
scene_emotions= []]

roal_action= [null=  رفت, null=  خواست, null=  کنند, نادم شدن§v-21859=  نمايند]
roal_states= []
roal_intetns= [تضرع§n-11512=  استغاثه, استغفار§n-17529=  توبه]
roal_emotions= []
dynamic_object_actions= []
dynamic_object_states= []
static_object_states= []

newScene*************************************

1	بعداز	PREP	ADVRB	10	null	null	no	ArgM_TMP ||| NO 
2	چند	ADJ	NPREMOD	3	null	null	junk	||| JUNK 
3	وقت	N	POSDEP	1	موقع§n-12614	دوره_زماني§n-12603	time	||| TIME 
4	يونس	N	SBJ	10	يونس§n-23943	نفر§n-13075	role	Arg0 Arg0 ||| ROLE ROLE 
5	جهت	N	ADVRB	10	null	null	junk	ArgM_PRP ||| NO 
6	مشاهده	N	MOZ	5	null	null	role_intent	||| ROLE_STATE 
7	عذاب	N	MOZ	6	نکبت§n-11559	رخداد§n-13136	no	||| ROLE_STATE 
8	وارد	ADJ	MOS	10	null	null	no	Arg2 ||| NO 
9	شهر	N	NEZ	8	شهر§n-10272	جا§n-12733	location	||| LOCATION 
10	شد	V	PREDEP	11	null	رخداد§n-13136	role_action	||| JUNK 
11	اما	CONJ	VCONJ	12	null	null	junk	||| JUNK 
12	ديد	V	ROOT	0	رويت کردن§v-8581	رخداد§n-13136	role_action	||| ROLE_ACTION 
13	که	SUBR	VCL	12	null	null	junk	Arg1 ||| JUNK 
14	اتفاق	N	NVE	16	رخداد§n-13136	رخداد§n-13136	role_intent	||| NO 
15	خاصي	ADJ	NPOSTMOD	14	مختص§a-1538	مشخصه§n-12756	no	||| ROLE_STATE 
16	نيفتاده	V	PRD	13	پيش آمدن§v-9399	رخداد§n-13136	no	||| NO 
17	،	PUNC	PUNC	12	null	null	junk	||| JUNK 

1	وقتي	N	ADVRB	23	null	null	junk	ArgM_TMP ||| TIME 
2	قضيه	N	OBJ	7	رخداد§n-13136	رخداد§n-13136	no	Arg1 ||| NO 
3	را	POSTP	OBJ	7	null	null	junk	Arg1 ||| JUNK 
4	از	PREP	VPP	7	null	null	junk	Arg3 ||| JUNK 
5	يکي‌از	ADJ	NPREMOD	6	null	null	no	||| NO 
6	اهالي	N	VPP	7	اهالي§n-11740	گروه§n-12753	role	Arg3 ||| ROLE 
7	پرسيد	V	NCL	1	پرسش کردن§v-8136	رخداد§n-13136	role_action	||| ROLE_ACTION 
8	مرد	N	SBJ	23	يارو§n-11975	نفر§n-13075	role	Arg0 Arg0 ||| ROLE ROLE 
9	که	SUBR	NCL	8	null	null	junk	||| JUNK 
10	او	PR	PREDEP	11	null	null	junk	||| JUNK 
11	را	POSTP	OBJ	12	null	null	junk	Arg1 ||| JUNK 
12	نمي‌شناخت	V	PRD	9	شناختن§v-8761	رخداد§n-13136	role_action	||| ROLE_ACTION 
13	ماجراي	N	OBJ	23	رخداد§n-13136	رخداد§n-13136	no	Arg3 ||| NO 
14	نفرين	N	MOZ	13	نفرين§n-22931	null	no	||| NO 
15	يونس	N	MOZ	14	يونس§n-23943	نفر§n-13075	role	||| ROLE 
16	و	CONJ	NCONJ	14	null	null	junk	||| JUNK 
17	توبه	N	NCONJ	14	استغفار§n-17529	مشخصه§n-12756	role_intent	||| ROLE_INTENT 
18	مردم	N	MOZ	17	null	null	junk	||| JUNK 
19	را	POSTP	OBJ	23	null	null	junk	Arg3 ||| JUNK 
20	براي	PREP	VPP	23	null	null	junk	Arg4 ||| JUNK 
21	ش	PR	POSDEP	20	null	null	role	||| ROLE 
22	توضيح	N	NVE	23	توضيح§n-11475	خبر§n-12766	role_intent	||| ROLE_INTENT 
23	داد	V	ROOT	0	null	رخداد§n-13136	role_action	||| JUNK 
24	.	PUNC	PUNC	23	null	null	junk	||| JUNK 

1	يونس	N	SBJ	7	يونس§n-23943	نفر§n-13075	role	Arg1 Arg0 Arg0 Arg0 ||| ROLE ROLE ROLE ROLE 
2	با	PREP	ADVRB	7	null	null	junk	ArgM_CAU ||| JUNK 
3	شنيدن	N	ADVRB	7	شنيدن§v-7802	رخداد§n-13136	role_action	ArgM_CAU ||| ROLE_ACTION 
4	اين	ADJ	NPREMOD	5	null	null	junk	||| JUNK 
5	خبر	N	MOZ	3	اخبار§n-11470	خبر§n-12766	no	||| NO 
6	خشمگين	ADJ	MOS	7	عبوس§a-595	مشخصه§n-12756	role_state	Arg2 ||| ROLE_STATE 
7	شد	V	PREDEP	8	null	null	junk	||| JUNK 
roles= 
	[يونس§n-23943= يونس role_actions=  [] role_intents=    [] role_emotions= [] role_state=    []]
	[اهالي§n-11740= اهالي role_actions=  [] role_intents=    [] role_emotions= [] role_state=    []]
	[يارو§n-11975= مرد role_actions=  [] role_intents=    [] role_emotions= [] role_state=    []]
	[null= ش role_actions=  [] role_intents=    [] role_emotions= [] role_state=    []]]
dynamic_objs= 
static_objs= 
location= null
alternativeLocations= [[شهر§n-10272=  شهر]]
time= null
alternativeTimes= [[موقع§n-12614=  وقت]]
scene_goals= []
scene_emotions= []]

roal_action= [null=  شد, رويت کردن§v-8581=  ديد, پرسش کردن§v-8136=  پرسيد, شناختن§v-8761=  نمي‌شناخت, null=  داد, شنيدن§v-7802=  شنيدن]
roal_states= [عبوس§a-595=  خشمگين]
roal_intetns= [null=  مشاهده, رخداد§n-13136=  اتفاق, استغفار§n-17529=  توبه, توضيح§n-11475=  توضيح]
roal_emotions= []
dynamic_object_actions= []
dynamic_object_states= []
static_object_states= []

newScene*************************************

8	و	CONJ	VCONJ	16	null	null	junk	||| JUNK 
9	بدون	PREP	ADVRB	16	null	null	junk	ArgM_NEG ||| JUNK 
10	اذن	N	POSDEP	9	رخصت§n-13708	خبر§n-12766	no	||| NO 
11	پروردگار	N	MOZ	10	باري تعالي§n-11940	خصوصيت_رواني§n-12725	no	||| ROLE_INTENT 
12	ش	PR	MOZ	11	يونس§n-23943	نفر§n-13075	role	||| ROLE 
13	شهر	N	OBJ	16	شهر§n-10272	جا§n-12733	location	Arg1 ||| LOCATION 
14	را	POSTP	OBJ	16	null	null	junk	Arg1 ||| JUNK 
15	ترک	N	NVE	16	ترک محل§n-10406	رخداد§n-13136	role_intent	||| ROLE_INTENT 
16	کرد	V	PREDEP	17	null	null	junk	||| JUNK 
roles= 
	[يونس§n-23943= ش role_actions=  [] role_intents=    [] role_emotions= [] role_state=    []]]
dynamic_objs= 
static_objs= 
location= null
alternativeLocations= [[شهر§n-10272=  شهر]]
time= null
alternativeTimes= []
scene_goals= []
scene_emotions= []]

roal_action= []
roal_states= []
roal_intetns= [ترک محل§n-10406=  ترک]
roal_emotions= []
dynamic_object_actions= []
dynamic_object_states= []
static_object_states= []

newScene*************************************

17	و	CONJ	VCONJ	18	null	null	junk	||| JUNK 
18	رفت	V	ROOT	0	null	رخداد§n-13136	role_action	||| JUNK 
19	تا	SUBR	AJUCL	18	null	null	junk	ArgM_CAU ||| JUNK 
20	به	PREP	VPP	23	null	null	junk	Arg4 ||| JUNK 
21	کنار	N	POSDEP	20	null	null	junk	||| JUNK 
